"naid","workingStartDate","workingEndDate","workingDateLabel","dateBasis","title","localId","seriesNaid","seriesTitle","chapter","routing","reviewTopics","reviewFocus","reviewKeyExtent","markerStatus","markerRecordGroup","markerSeries","markerSubseries","hasOnlinePdf","pdfPages","pdfBytes","catalogPdfBytes","pdfByteBasis","accessStatus","ocrCharacterCount","memosToPresident","memosToScowcroft","memorandaOfConversation","meetingRecords","withdrawalSheets","economicSignalTotal","economySignals","financeSignals","tradeSignals","assistanceSanctionsSignals","energySignals","agricultureSignals","treasurySignals","archivalLocator","provenanceStem","catalogUrl","pdfUrl"
"366551668","1990-04-13","1990-05-17","April 13, 1990-May 17, 1990","Folder title date range","Presidential Meetings--Memorandum of Conversations 4/13/90-5/17/90","91107-009","4545941","Presidential Correspondence Files","Trade Policy and Market Access","Volume XXX review","Presidential conversations; Economic-content review; Parallel-copy check; Trade and market access; Debt and international finance; Economic summits and G-7; Transition economies; Energy; Agriculture","The complete Scowcroft folder contains presidential memoranda of conversation or telephone conversations with substantive economic-policy OCR signals. Review each conversation separately and promote only the passages that bear directly on Volume XXX. Parallel-copy control: match each conversation to the Bush Library Memcons and Telcons index and its canonical NARA item before selection. A Scowcroft folder copy is not a second documentary entry.","The official file-unit PDF is online. This collection-wide pass did not establish its served-PDF page count or item boundaries; page totals on withdrawal sheets describe individual entries, not the complete file unit.","verified","George H.W. Bush Presidential Records","Presidential Correspondence Files","Presidential Memcons Files","true","0","45521999","45522000","HTTP Content-Length","Restricted - Possibly","207072","0","0","32","0","5","235","64","44","57","12","12","11","28","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Memcons Files, OA/ID 91107–009, Presidential Meetings—Memorandum of Conversations 4/13/90—5/17/90.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Memcons Files, OA/ID 91107–009, Presidential Meetings—Memorandum of Conversations 4/13/90—5/17/90.","https://catalog.archives.gov/id/366551668","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91107-009.pdf"
"366552210","1990-05-01","1990-05-31","May 1990","Folder title month","May 1990","85042-006","74785827","Brent Scowcroft Media Articles Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Media Articles Files","","true","0","33926762","1234","HTTP Content-Length","Restricted - Possibly","365635","0","0","0","0","0","134","53","10","19","11","8","0","31","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Media Articles Files, OA/ID 85042–006, May 1990.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Media Articles Files, OA/ID 85042–006, May 1990.","https://catalog.archives.gov/id/366552210","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785827/41-bpr-scow-ma-85042-006.pdf"
"366552255","1990-05-01","1990-05-31","May 1990","Folder title month","May 1990","85047-005","74785753","Brent Scowcroft Scheduled Calls Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Scheduled Calls Files","","true","0","9188037","1234","HTTP Content-Length","Restricted - Possibly","42817","0","0","0","0","2","21","0","1","13","0","0","0","7","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Scheduled Calls Files, OA/ID 85047–005, May 1990.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Scheduled Calls Files, OA/ID 85047–005, May 1990.","https://catalog.archives.gov/id/366552255","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785753/41-bpr-scowsch-calls-85047-005.pdf"
"366552303","1990-05-01","1990-05-31","May 1990","Folder title month","May 1990","85051-005","74785758","Brent Scowcroft Schedule Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Schedule Files","","true","0","3624207","1234","HTTP Content-Length","Restricted - Possibly","15478","0","0","0","0","6","5","0","5","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Schedule Files, OA/ID 85051–005, May 1990.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Schedule Files, OA/ID 85051–005, May 1990.","https://catalog.archives.gov/id/366552303","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785758/41-bpr-scow-schedule-85051-005.pdf"
"366551731","1990-05-01","1990-05-31","May 1990","Folder title month","German Unification Files (May 1990)","91116-007","4545942","German Reunification Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","German Unification Files","Chronological Files","true","0","8864161","8864161","HTTP Content-Length","Restricted - Possibly","31024","3","2","0","0","3","70","30","30","2","0","0","0","4","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, German Reunification Files, Chronological Files, OA/ID 91116–007, German Unification (May 1990).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, German Reunification Files, Chronological Files, OA/ID 91116–007, German Unification (May 1990).","https://catalog.archives.gov/id/366551731","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545942/41-bpr-scow-ger-chron-91116-007.pdf"
"366551778","1990-05-01","1990-05-31","May 1990","Folder title month","CFE [Conventional Forces in Europe] (May 1990)","91121-006","4708332","USSR Chronological Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","USSR Chronological Files","CFE [Conventional Forces in Europe] Files","true","0","13924972","13924972","HTTP Content-Length","Restricted - Possibly","55869","2","4","0","0","4","3","0","2","1","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, CFE [Conventional Forces in Europe] Files, OA/ID 91121–006, CFE [Conventional Forces in Europe] Post 1989 (May 1990).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, CFE [Conventional Forces in Europe] Files, OA/ID 91121–006, CFE [Conventional Forces in Europe] Post 1989 (May 1990).","https://catalog.archives.gov/id/366551778","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708332/41-bpr-scow-ussrch-cfe-91121-006.pdf"
"366551791","1990-05-01","1990-05-31","May 1990","Folder title month","Soviet Power Collapse in Eastern Europe--Strategic Arms Control (May 1990)","91122-005","4708332","USSR Chronological Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","USSR Chronological Files","START [Strategic Arms Reduction Treaty] Files","true","0","10595322","10595322","HTTP Content-Length","Restricted - Possibly","45357","0","1","0","0","4","2","0","2","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, START [Strategic Arms Reduction Treaty] Files, OA/ID 91122–005, Soviet Power Collapse in Eastern Europe—Strategic Arms Control (May 1990).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, START [Strategic Arms Reduction Treaty] Files, OA/ID 91122–005, Soviet Power Collapse in Eastern Europe—Strategic Arms Control (May 1990).","https://catalog.archives.gov/id/366551791","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708332/41-bpr-scow-ussrch-start-91122-005.pdf"
"366551810","1990-05-01","1990-05-31","May 1990","Folder title month","Soviet Power Collapse in Eastern Europe (May 1990)","91125-006","4708332","USSR Chronological Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","USSR Chronological Files","Soviet Power Collapse in Eastern Europe Files","true","0","10933368","10933368","HTTP Content-Length","Restricted - Possibly","42074","0","3","0","0","3","39","16","9","7","0","0","4","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, Soviet Power Collapse in Eastern Europe Files, OA/ID 91125–006, Soviet Power Collapse in Eastern Europe (May 1990).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, Soviet Power Collapse in Eastern Europe Files, OA/ID 91125–006, Soviet Power Collapse in Eastern Europe (May 1990).","https://catalog.archives.gov/id/366551810","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708332/41-bpr-scow-ussrch-svp-91125-006.pdf"
"366551872","1990-05-01","1990-05-31","May 1990","Folder title month","China: Non-Tiananmen (May 1990)","91134-004","4545955","China Chronological Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","China Chronological Files","Non-Tiananmen Files","true","0","15934315","15934315","HTTP Content-Length","Restricted - Possibly","55059","16","6","0","0","4","135","19","10","84","9","2","2","1","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, China Chronological Files, Non-Tiananmen Files, OA/ID 91134–004, China: Non-Tiananmen (May 1990).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, China Chronological Files, Non-Tiananmen Files, OA/ID 91134–004, China: Non-Tiananmen (May 1990).","https://catalog.archives.gov/id/366551872","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545955/41-bpr-scow-cc-ntian-91134-004.pdf"
"366551927","1990-05-01","1990-05-31","May 1990","Folder title month","Latin America--Panama (May 1990)","91140-005","4545957","Latin America Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Latin American Files","Panama Chronological Files","true","0","2574903","2574903","HTTP Content-Length","Restricted - Possibly","7647","3","2","0","0","1","7","4","0","1","2","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Latin American Files, Panama Chronological Files, OA/ID 91140–005, Latin America—Panama (May 1990).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Latin American Files, Panama Chronological Files, OA/ID 91140–005, Latin America—Panama (May 1990).","https://catalog.archives.gov/id/366551927","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545957/41-bpr-scow-la-panama-91140-005.pdf"
"366551942","1990-05-01","1990-05-31","May 1990","Folder title month","Middle East Peace (May 1990)","91142-006","4545976","Middle East Peace Process Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Middle East Peace Process Files","Chronological Files","true","0","12600258","12600258","HTTP Content-Length","Restricted - Possibly","46243","0","5","0","0","3","8","0","2","0","6","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Middle East Peace Process Files, Chronological Files, OA/ID 91142–006, Middle East Peace (May 1990).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Middle East Peace Process Files, Chronological Files, OA/ID 91142–006, Middle East Peace (May 1990).","https://catalog.archives.gov/id/366551942","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545976/41-bpr-scow-mepp-chr-91142-006.pdf"
"366551949","1990-05-01","1990-05-31","May 1990","Folder title month","Desert Shield/Desert Storm (May 1990) [1]","91143-003","4708319","Desert Shield and Desert Storm Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Desert Shield/Desert Storm Files","Chronological Files","true","0","4961747","4961747","HTTP Content-Length","Restricted - Possibly","19044","0","3","0","0","0","15","0","3","8","3","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91143–003, Desert Shield/Desert Storm (May 1990) [1].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91143–003, Desert Shield/Desert Storm (May 1990) [1].","https://catalog.archives.gov/id/366551949","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708319/41-bpr-scow-dsds-chr-91143-003.pdf"
"366551950","1990-05-01","1990-05-31","May 1990","Folder title month","Desert Shield/Desert Storm (May 1990) [2]","91143-004","4708319","Desert Shield and Desert Storm Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Desert Shield/Desert Storm Files","Chronological Files","true","0","","8453084","Served size not measured","Restricted - Possibly","27880","5","3","0","0","1","44","0","0","10","15","0","19","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91143–004, Desert Shield/Desert Storm (May 1990) [2].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91143–004, Desert Shield/Desert Storm (May 1990) [2].","https://catalog.archives.gov/id/366551950","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708319/41-bpr-scow-dsds-chr-91143-004.pdf"
"366552000","1990-05-01","1990-05-31","May 1990","Folder title month","Other (May 1990)","91149-001","4708326","Chronological Files","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","Houston Economic Summit; Head-of-state correspondence; Trade and market access; Debt and international finance; Economic summits and G-7; Transition economies; Energy; Agriculture","The folder contains Scowcroft and Melby papers on preparations for the Houston Economic Summit together with related correspondence from summit and other foreign leaders.","The official file-unit PDF is online. This collection-wide pass did not establish its served-PDF page count or item boundaries; page totals on withdrawal sheets describe individual entries, not the complete file unit.","verified","George H.W. Bush Presidential Records","Chronological Files","","true","0","28506468","28506468","HTTP Content-Length","Restricted - Possibly","116397","9","6","0","0","19","303","84","72","86","4","18","11","1","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Chronological Files, OA/ID 91149–001, Other (May 1990).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Chronological Files, OA/ID 91149–001, Other (May 1990).","https://catalog.archives.gov/id/366552000","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708326/41-bpr-scow-chron-91149-001.pdf"
"366551915","1990-05-01","1990-06-30","May-June 1990","Folder title month range","Latin America--Economics (May-June 1990)","91139-006","4545957","Latin America Files","Trade Policy and Market Access","Volume XXX review","Latin America; Economic policy; Debt and trade; Trade and market access; Debt and international finance; Transition economies; Energy; Agriculture","This file belongs to the complete 13-folder Economic Chronological Files subseries. Screen its decision memoranda, presidential meeting materials, debt papers, trade papers, and follow-up actions individually for Volume XXX and route country-policy material to the appropriate regional volume. Country meeting packets and presidential conversations may duplicate the Presidential Correspondence Files or regional NSC staff files; compare dates, subjects, and document text before promotion.","The official file-unit PDF is online. This collection-wide pass did not establish its served-PDF page count or item boundaries; page totals on withdrawal sheets describe individual entries, not the complete file unit.","verified","George H.W. Bush Presidential Records","Latin American Files","Economic Chronological Files","true","0","11667630","11667630","HTTP Content-Length","Restricted - Possibly","45864","5","2","0","0","6","155","39","8","99","0","2","4","2","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Latin American Files, Economic Chronological Files, OA/ID 91139–006, Latin America—Economics (May—June 1990).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Latin American Files, Economic Chronological Files, OA/ID 91139–006, Latin America—Economics (May—June 1990).","https://catalog.archives.gov/id/366551915","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545957/41-bpr-scow-la-econchr-91139-006.pdf"
"366551669","1990-05-17","1990-06-26","May 17, 1990-June 26, 1990","Folder title date range","Presidential Meetings--Memorandum of Conversations 5/17/90-6/26/90","91107-010","4545941","Presidential Correspondence Files","Transition Economies and International Economic Strategy","Volume XXX review","Presidential conversations; Economic-content review; Parallel-copy check; Trade and market access; Debt and international finance; Economic summits and G-7; Transition economies; Energy; Agriculture","The complete Scowcroft folder contains presidential memoranda of conversation or telephone conversations with substantive economic-policy OCR signals. Review each conversation separately and promote only the passages that bear directly on Volume XXX. Parallel-copy control: match each conversation to the Bush Library Memcons and Telcons index and its canonical NARA item before selection. A Scowcroft folder copy is not a second documentary entry.","The official file-unit PDF is online. This collection-wide pass did not establish its served-PDF page count or item boundaries; page totals on withdrawal sheets describe individual entries, not the complete file unit.","verified","George H.W. Bush Presidential Records","Presidential Correspondence Files","Presidential Memcons Files","true","0","45669657","45669656","HTTP Content-Length","Restricted - Possibly","206537","0","0","30","0","4","142","58","17","37","5","7","1","10","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Memcons Files, OA/ID 91107–010, Presidential Meetings—Memorandum of Conversations 5/17/90—6/26/90.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Memcons Files, OA/ID 91107–010, Presidential Meetings—Memorandum of Conversations 5/17/90—6/26/90.","https://catalog.archives.gov/id/366551669","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91107-010.pdf"
"366552211","1990-06-01","1990-06-30","June 1990","Folder title month","June 1990","85042-007","74785827","Brent Scowcroft Media Articles Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Media Articles Files","","true","0","19629406","1234","HTTP Content-Length","Restricted - Possibly","135385","0","0","0","0","0","81","36","1","28","6","5","1","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Media Articles Files, OA/ID 85042–007, June 1990.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Media Articles Files, OA/ID 85042–007, June 1990.","https://catalog.archives.gov/id/366552211","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785827/41-bpr-scow-ma-85042-007.pdf"
"366552256","1990-06-01","1990-06-30","June 1990","Folder title month","June 1990","85047-006","74785753","Brent Scowcroft Scheduled Calls Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Scheduled Calls Files","","true","0","15952661","1234","HTTP Content-Length","Restricted - Possibly","73120","0","0","0","0","0","35","0","0","24","0","0","0","10","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Scheduled Calls Files, OA/ID 85047–006, June 1990.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Scheduled Calls Files, OA/ID 85047–006, June 1990.","https://catalog.archives.gov/id/366552256","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785753/41-bpr-scow-schcalls-85047-006.pdf"
"366552304","1990-06-01","1990-06-30","June 1990","Folder title month","June 1990","85051-006","74785758","Brent Scowcroft Schedule Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Schedule Files","","true","0","2675336","1234","HTTP Content-Length","Restricted - Possibly","9437","0","0","0","0","3","3","0","2","0","0","0","0","1","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Schedule Files, OA/ID 85051–006, June 1990.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Schedule Files, OA/ID 85051–006, June 1990.","https://catalog.archives.gov/id/366552304","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785758/41-bpr-scow-schedule-85051-006.pdf"
"366551732","1990-06-01","1990-06-30","June 1990","Folder title month","German Unification Files (June 1990)","91116-008","4545942","German Reunification Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","German Unification Files","Chronological Files","true","0","31446007","31446008","HTTP Content-Length","Restricted - Possibly","127104","6","6","4","0","11","72","24","22","13","2","0","0","8","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, German Reunification Files, Chronological Files, OA/ID 91116–008, German Unification (June 1990).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, German Reunification Files, Chronological Files, OA/ID 91116–008, German Unification (June 1990).","https://catalog.archives.gov/id/366551732","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545942/41-bpr-scow-ger-chron-91116-008.pdf"
"366551750","1990-06-01","1990-06-30","June 1990","Folder title month","USSR Collapse: U.S.--Soviet Relations Thru 1991 (June 1990) [1]","91118-004","4545954","USSR Collapse Files","Transition Economies and International Economic Strategy","Boundary review","Soviet reform; Western assistance; Debt; Trade and market access; Debt and international finance; Economic summits and G-7; Transition economies; Strategic trade and technology; Energy; Agriculture","The full OCR and opening withdrawal inventory identify a significant foreign-economic-policy strand, but the principal narrative belongs in a regional, Soviet, China, German-unification, or Persian Gulf volume. Review for cross-reference or a narrowly selected economic-policy document. Special-separate copy sets, meeting-file duplicates, and later retrospective chronologies are not separately promoted. Compare this file with the controlling regional and presidential records before selection.","The official file-unit PDF is online. This collection-wide pass did not establish its served-PDF page count or item boundaries; page totals on withdrawal sheets describe individual entries, not the complete file unit.","verified","George H.W. Bush Presidential Records","USSR Collapse Files","U.S. - Soviet Relations Chronological Files","true","0","42930807","42930808","HTTP Content-Length","Restricted - Possibly","143183","0","1","0","0","4","157","56","12","45","8","17","3","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Collapse Files, U.S. - Soviet Relations Chronological Files, OA/ID 91118–004, USSR Collapse: U.S—Soviet Relations Thru 1991 (June 1990) [1].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Collapse Files, U.S. - Soviet Relations Chronological Files, OA/ID 91118–004, USSR Collapse: U.S—Soviet Relations Thru 1991 (June 1990) [1].","https://catalog.archives.gov/id/366551750","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545954/41-bpr-scow-ussrco-ussrl-91118-004.pdf"
"366551751","1990-06-01","1990-06-30","June 1990","Folder title month","USSR Collapse: U.S.--Soviet Relations Thru 1991 (June 1990) [2]","91118-005","4545954","USSR Collapse Files","Series context and cross-volume routing","Series context","","","","verified with OCR normalization","George H.W. Bush Presidential Records","USSR Colfapse Files","U.S. - Soviet Relations Chronological Files","true","0","31484774","31484774","HTTP Content-Length","Restricted - Possibly","111694","1","7","0","0","4","29","7","2","5","5","9","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Collapse Files, U.S. - Soviet Relations Chronological Files, OA/ID 91118–005, USSR Collapse: U.S—Soviet Relations Thru 1991 (June 1990) [2].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Collapse Files, U.S. - Soviet Relations Chronological Files, OA/ID 91118–005, USSR Collapse: U.S—Soviet Relations Thru 1991 (June 1990) [2].","https://catalog.archives.gov/id/366551751","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545954/41-bpr-scow-ussrco-ussrl-91118-005.pdf"
"366551752","1990-06-01","1990-06-30","June 1990","Folder title month","USSR Collapse: U.S.--Soviet Relations Thru 1991 (June 1990) [3]","91118-006","4545954","USSR Collapse Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","USSR Collapse Files","U.S. - Soviet Relations Chronological Files","true","0","21292368","21292368","HTTP Content-Length","Restricted - Possibly","81735","0","4","4","0","2","21","15","1","2","2","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Collapse Files, U.S. - Soviet Relations Chronological Files, OA/ID 91118–006, USSR Collapse: U.S—Soviet Relations Thru 1991 (June 1990) [3].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Collapse Files, U.S. - Soviet Relations Chronological Files, OA/ID 91118–006, USSR Collapse: U.S—Soviet Relations Thru 1991 (June 1990) [3].","https://catalog.archives.gov/id/366551752","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545954/41-bpr-scow-ussrco-ussrl-91118-006.pdf"
"366551779","1990-06-01","1990-06-30","June 1990","Folder title month","CFE [Conventional Forces in Europe] (June 1990)","91121-007","4708332","USSR Chronological Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","USSR Chronological Files","CFE [Conventional Forces in Europe] Files","true","0","4800412","4800412","HTTP Content-Length","Restricted - Possibly","18957","0","2","0","0","2","1","0","1","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, CFE [Conventional Forces in Europe] Files, OA/ID 91121–007, CFE [Conventional Forces in Europe] Post 1989 (June 1990).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, CFE [Conventional Forces in Europe] Files, OA/ID 91121–007, CFE [Conventional Forces in Europe] Post 1989 (June 1990).","https://catalog.archives.gov/id/366551779","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708332/41-bpr-scow-ussrch-cfe-91121-007.pdf"
"366551792","1990-06-01","1990-06-30","June 1990","Folder title month","Soviet Power Collapse in Eastern Europe--Strategic Arms Control (June 1990)","91122-006","4708332","USSR Chronological Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","USSR Chronological Files","START [Strategic Arms Reduction Treaty] Files","true","0","7568609","7568609","HTTP Content-Length","Restricted - Possibly","26442","2","2","0","0","1","0","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, START [Strategic Arms Reduction Treaty] Files, OA/ID 91122–006, Soviet Power Collapse in Eastern Europe—Strategic Arms Control (June 1990).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, START [Strategic Arms Reduction Treaty] Files, OA/ID 91122–006, Soviet Power Collapse in Eastern Europe—Strategic Arms Control (June 1990).","https://catalog.archives.gov/id/366551792","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708332/41-bpr-scow-ussrch-start-91122-006.pdf"
"366551811","1990-06-01","1990-06-30","June 1990","Folder title month","Soviet Power Collapse in Eastern Europe (June 1990)","91125-007","4708332","USSR Chronological Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","USSR Chronological Files","Soviet Power Collapse in Eastern Europe Files","true","0","2008996","2008996","HTTP Content-Length","Restricted - Possibly","6037","1","0","0","0","0","5","0","0","5","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, Soviet Power Collapse in Eastern Europe Files, OA/ID 91125–007, Soviet Power Collapse in Eastern Europe (June 1990).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, Soviet Power Collapse in Eastern Europe Files, OA/ID 91125–007, Soviet Power Collapse in Eastern Europe (June 1990).","https://catalog.archives.gov/id/366551811","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708332/41-bpr-scow-ussrch-svp-91125-007.pdf"
"366551863","1990-06-01","1990-06-30","June 1990","Folder title month","China: Tiananmen (June 1990)","91132-004","4545955","China Chronological Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","China Chronological Files","Tiananmen Files","true","0","4340464","4340464","HTTP Content-Length","Restricted - Possibly","24072","0","1","0","0","0","12","6","0","1","5","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, China Chronological Files, Tiananmen Files, OA/ID 91132–004, China: Tiananmen (June 1990).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, China Chronological Files, Tiananmen Files, OA/ID 91132–004, China: Tiananmen (June 1990).","https://catalog.archives.gov/id/366551863","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545955/41-bpr-scow-cc-tian-91132-004.pdf"
