"naid","workingStartDate","workingEndDate","dateBasis","title","localId","chapter","routing","markerStatus","pdfBytes","catalogPdfBytes","pdfByteBasis","accessStatus","memosToPresident","memosToScowcroft","memorandaOfConversation","meetingRecords","withdrawalSheets","economicSignalTotal","economySignals","financeSignals","tradeSignals","assistanceSanctionsSignals","energySignals","treasurySignals","archivalLocator","catalogUrl","pdfUrl"
"470760965","1990-12-17","1990-12-17","Catalog coverage dates","NSC0057 - December 17, 1990 - Annual Review of Covert Action Programs (File located @ LM)","90002-027","Series context and cross-volume routing","Series context","verified","966539","966539","HTTP Content-Length","Restricted - Possibly","0","0","0","0","1","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–027, NSC0057—December 17, 1990—Annual Review of Covert Action Programs (File located @ LM).","https://catalog.archives.gov/id/470760965","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-57-90002-027.pdf"
"470760966","1991-06-06","1991-06-06","Catalog coverage dates","NSC0058 - June 06, 1991 - Strategic Arms Reduction Talks","90002-028","Series context and cross-volume routing","Series context","verified","8220753","8220753","HTTP Content-Length","Restricted - Possibly","0","1","0","0","19","25","0","17","0","0","1","7","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–028, NSC0058—June 06, 1991—Strategic Arms Reduction Talks.","https://catalog.archives.gov/id/470760966","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-58-90002-028.pdf"
"470760967","1991-10-18","1991-10-18","Catalog coverage dates","NSC0059 - October 18, 1991 - Pan Am 103, Terrorism","90002-029","Strategic Trade, Technology, and Investment Controls","Boundary review","verified","5398987","5398987","Catalog objectFileSize","Restricted - Possibly","4","1","0","2","29","136","26","35","12","41","17","5","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–029, NSC0059—October 18, 1991—Pan Am 103, Terrorism.","https://catalog.archives.gov/id/470760967","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-59-90002-029.pdf"
"470760968","1991-11-19","1991-11-19","Catalog coverage dates","NSC0060 - November 19, 1991 - Pan Am 103, Terrorism, Libya, Great Britain","90002-030","Series context and cross-volume routing","Series context","verified","6803053","6803053","HTTP Content-Length","Restricted - Possibly","0","0","0","0","23","44","0","20","0","8","0","16","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–030, NSC0060—November 19, 1991—Pan Am 103, Terrorism, Libya, Great Britain.","https://catalog.archives.gov/id/470760968","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-60-90002-030.pdf"
"470760969","1991-12-20","1991-12-20","Catalog coverage dates","NSC0061 - December 20, 1991 - Covert Action Programs, Intelligence","90002-031","Series context and cross-volume routing","Series context","verified","3082516","3082516","HTTP Content-Length","Restricted - Possibly","0","3","0","0","1","3","0","0","0","0","0","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–031, NSC0061—December 20, 1991—Covert Action Programs, Intelligence.","https://catalog.archives.gov/id/470760969","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-61-90002-031.pdf"
"470760970","1992-03-25","1992-03-25","Catalog coverage dates","NSC0062 - March 25, 1992 - Intelligence Capabilities/1992-2005","90002-032","Series context and cross-volume routing","Series context","verified","6367818","6367818","HTTP Content-Length","Restricted - Possibly","0","0","0","2","32","39","0","29","0","0","0","10","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–032, NSC0062—March 25, 1992—Intelligence Capabilities/1992-2005.","https://catalog.archives.gov/id/470760970","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-62-90002-032.pdf"
"470760971","1992-05-28","1992-05-28","Catalog coverage dates","NSC0063 - May 28, 1992 - Haiti","90002-033","Strategic Trade, Technology, and Investment Controls","Boundary review","verified","8570418","8570418","Catalog objectFileSize","Restricted - Possibly","3","2","0","17","23","23","0","21","0","0","2","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–033, NSC0063—May 28, 1992—Haiti.","https://catalog.archives.gov/id/470760971","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-63-90002-033.pdf"
"470760972","1992-06-10","1992-06-10","Catalog coverage dates","NSC0064 - June 10, 1992 - Nuclear Testing","90002-034","Series context and cross-volume routing","Series context","verified","7730295","7730295","HTTP Content-Length","Restricted - Possibly","0","0","0","4","32","35","0","28","0","0","7","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–034, NSC0064—June 10, 1992—Nuclear Testing.","https://catalog.archives.gov/id/470760972","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-64-90002-034.pdf"
"470760973","1992-12-03","1992-12-03","Catalog coverage dates","NSC0065 - December 03, 1992 - Somalia","90002-035","Series context and cross-volume routing","Series context","verified","1741753","1741753","Catalog objectFileSize","Restricted - Possibly","0","0","0","1","1","1","0","1","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–035, NSC0065—December 03, 1992—Somalia.","https://catalog.archives.gov/id/470760973","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-65-90002-035.pdf"
"470760974","1992-12-23","1992-12-23","Catalog coverage dates","NSC0066 - December 23, 1992 - Covert Action","90002-036","Series context and cross-volume routing","Series context","verified","1199826","1199826","HTTP Content-Length","Restricted - Possibly","0","0","0","2","10","9","0","9","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–036, NSC0066—December 23, 1992—Covert Action.","https://catalog.archives.gov/id/470760974","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-66-90002-036.pdf"
