"naid","workingStartDate","workingEndDate","dateBasis","title","localId","chapter","routing","markerStatus","markerFolderId","catalogFolderId","markerIdNote","hasOnlinePdf","pdfPages","pdfBytes","catalogPdfBytes","pdfByteBasis","accessStatus","memosToPresident","memosToScowcroft","memorandaOfConversation","meetingRecords","withdrawalSheets","economicSignalTotal","economySignals","financeSignals","tradeSignals","assistanceSanctionsSignals","energySignals","agricultureSignals","treasurySignals","archivalLocator","catalogUrl","pdfUrl"
"446396885","1991-05-07","1991-05-07","Catalog coverage dates","NSD-57 - May 07, 1991 - U.S. Port Security Program and November 23, 1992 - Revision to the U.S. Port Security Program [1]","90005-001","Series context and cross-volume routing","Series context","verified","90005-001","90005-001","","true","92","32983251","32983252","HTTP Content-Length","Restricted - Possibly","0","1","0","0","14","54","3","14","2","1","0","0","34","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–001, NSD–57—May 7, 1991—U.S. Port Security Program and November 23, 1992—Revision to the U.S. Port Security Program [1].","https://catalog.archives.gov/id/446396885","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-57_1-90005-001.pdf"
"446396886","1991-05-07","1991-05-07","Catalog coverage dates","NSD-57 - May 07, 1991 - U.S. Port Security Program and November 23, 1992 - Revision to the U.S. Port Security Program [2]","90005-002","Series context and cross-volume routing","Series context","verified","90005-002","90005-002","","true","70","26132757","26132756","HTTP Content-Length","Restricted - Possibly","0","1","0","0","15","36","1","15","3","1","0","0","16","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–002, NSD–57—May 7, 1991—U.S. Port Security Program and November 23, 1992—Revision to the U.S. Port Security Program [2].","https://catalog.archives.gov/id/446396886","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-57_2-90005-002.pdf"
"446396887","1991-05-10","1991-05-10","Catalog coverage dates","NSD-58 - May 10, 1991 - Chemical Weapons Convention Initiative","90005-003","Series context and cross-volume routing","Series context","verified","90005-003","90005-003","","true","49","19821847","19821848","HTTP Content-Length","Restricted - Possibly","0","0","0","0","8","49","1","8","8","10","6","0","16","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–003, NSD–58—May 10, 1991—Chemical Weapons Convention Initiative.","https://catalog.archives.gov/id/446396887","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-58-90005-003.pdf"
"446396888","1991-05-14","1991-05-14","Catalog coverage dates","NSD-59 - May 14, 1991 - Disposition of Reagan Administration Policy Papers [1]","90005-004","Series context and cross-volume routing","Series context","verified","90005-004","90005-004","","true","40","16807289","16807288","HTTP Content-Length","Restricted - Possibly","0","0","0","0","20","37","1","20","0","0","0","0","16","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–004, NSD–59—May 14, 1991—Disposition of Reagan Administration Policy Papers [1].","https://catalog.archives.gov/id/446396888","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-59_1-90005-004.pdf"
"446396889","1991-05-14","1991-05-14","Catalog coverage dates","NSD-59 - May 14, 1991 - Disposition of Reagan Administration Policy Papers [2]","90005-005","Series context and cross-volume routing","Series context","verified","90005-005","90005-005","","true","88","39237041","39237040","HTTP Content-Length","Restricted - Possibly","0","0","0","0","47","52","0","47","1","0","0","0","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–005, NSD–59—May 14, 1991—Disposition of Reagan Administration Policy Papers [2].","https://catalog.archives.gov/id/446396889","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-59_2-90005-005.pdf"
"446396890","1991-05-14","1991-05-14","Catalog coverage dates","NSD-59 - May 14, 1991 - Disposition of Reagan Administration Policy Papers [3]","90005-006","Series context and cross-volume routing","Series context","verified","90005-006","90005-006","","true","49","7540419","7540419","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","26","26","0","23","0","0","0","0","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–006, NSD–59—May 14, 1991—Disposition of Reagan Administration Policy Papers [3].","https://catalog.archives.gov/id/446396890","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-59_3-90005-006.pdf"
"446396891","1991-05-14","1991-05-14","Catalog coverage dates","NSD-59 - May 14, 1991 - Disposition of Reagan Administration Policy Papers [4]","90005-007","Series context and cross-volume routing","Series context","verified","90005-007","90005-007","","true","20","1868855","1868855","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","13","13","0","12","0","0","0","0","1","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–007, NSD–59—May 14, 1991—Disposition of Reagan Administration Policy Papers [4].","https://catalog.archives.gov/id/446396891","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-59_4-90005-007.pdf"
"446396892","1991-05-14","1991-05-14","Catalog coverage dates","NSD-59 - May 14, 1991 - Disposition of Reagan Administration Policy Papers [5]","90005-008","Series context and cross-volume routing","Series context","verified","90005-008","90005-008","","true","55","2843082","2843082","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","34","52","6","31","1","0","6","1","7","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–008, NSD–59—May 14, 1991—Disposition of Reagan Administration Policy Papers [5].","https://catalog.archives.gov/id/446396892","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-59_5-90005-008.pdf"
"446396893","1991-05-30","1991-05-30","Catalog coverage dates","NSD-60 - May 30, 1991 - FY 1992 nuclear test Program: Julin","90005-009","Series context and cross-volume routing","Series context","verified","90005-009","90005-009","","true","39","10550909","10550909","HTTP Content-Length","Restricted - Possibly","0","0","0","0","14","23","1","12","0","0","10","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–009, NSD–60—May 30, 1991—FY 1992 nuclear test Program: Julin.","https://catalog.archives.gov/id/446396893","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-60-90005-009.pdf"
"446396894","1991-07-02","1991-07-02","Catalog coverage dates","NSD-61 - July 02, 1991 - FY 1991-FY 1996 Nuclear Weapons Stockpile Plan","90005-010","Series context and cross-volume routing","Series context","verified","90005-010","90005-010","","true","32","5798826","5798826","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","16","19","1","14","0","0","4","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–010, NSD–61—July 2, 1991—FY 1991-FY 1996 Nuclear Weapons Stockpile Plan.","https://catalog.archives.gov/id/446396894","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-61-90005-010.pdf"
"446396895","1991-07-08","1991-07-08","Catalog coverage dates","NSD-62 - July 08, 1991 - Significant Military Operations and Exercises","90005-011","Series context and cross-volume routing","Series context","verified","90005-011","90005-011","","true","45","7547902","7547902","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","20","19","1","18","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–011, NSD–62—July 8, 1991—Significant Military Operations and Exercises.","https://catalog.archives.gov/id/446396895","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-62-90005-011.pdf"
"446396896","1991-10-21","1991-10-21","Catalog coverage dates","NSD-63 - October 21, 1991 - Single Scope Background Investigations","90005-012","Series context and cross-volume routing","Series context","verified","90005-012","90005-012","","true","114","18204026","18204026","HTTP Content-Length","Restricted - Possibly","1","4","0","0","5","68","1","14","3","18","14","1","17","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–012, NSD–63—October 21, 1991—Single Scope Background Investigations.","https://catalog.archives.gov/id/446396896","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-63-90005-012.pdf"
"446396897","1991-11-05","1991-11-05","Catalog coverage dates","NSD-64 - November 05, 1991 - Nuclear Weapons Deployment Authorization for FY 1991 and FY 1992","90005-013","Series context and cross-volume routing","Series context","verified","90005-013","90005-013","","true","24","4128810","4128810","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","11","10","1","9","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–013, NSD–64—November 5, 1991—Nuclear Weapons Deployment Authorization for FY 1991 and FY 1992.","https://catalog.archives.gov/id/446396897","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-64-90005-013.pdf"
"446396898","1992-02-11","1992-02-11","Catalog coverage dates","NSD-65 - February 11, 1992 - Organizing to Manage On-Site Inspections under the CFE Treaty","90005-014","Series context and cross-volume routing","Series context","verified","90005-014","90005-014","","true","39","9085497","9085497","Catalog objectFileSize","Restricted - Possibly","1","1","0","0","10","16","1","8","0","0","7","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–014, NSD–65—February 11, 1992—Organizing to Manage On-Site Inspections under the CFE Treaty.","https://catalog.archives.gov/id/446396898","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-65-90005-014.pdf"
"446396899","1992-03-16","1992-03-16","Catalog coverage dates","NSD-66 - March 16, 1992 - Civil Defense","90005-015","Series context and cross-volume routing","Series context","verified","90005-015","90005-015","","true","75","18553343","18553344","HTTP Content-Length","Restricted - Possibly","3","1","0","0","2","23","1","1","0","0","8","0","13","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–015, NSD–66—March 16, 1992—Civil Defense.","https://catalog.archives.gov/id/446396899","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-66-90005-015.pdf"
"446396900","1992-03-30","1992-03-30","Catalog coverage dates","NSD-67 - March 30, 1992 - Intelligence Capabilities 1992-2005 [1]","90005-016","Series context and cross-volume routing","Series context","verified","90005-016","90005-016","","true","64","11515627","11515627","HTTP Content-Length","Restricted - Possibly","0","0","0","0","8","18","1","8","0","0","0","0","9","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–016, NSD–67—March 30, 1992—Intelligence Capabilities 1992-2005 [1].","https://catalog.archives.gov/id/446396900","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-67_1-90005-016.pdf"
"446396901","1992-03-30","1992-03-30","Catalog coverage dates","NSD-67 - March 30, 1992 - Intelligence Capabilities 1992-2005 [2]","90005-017","Series context and cross-volume routing","Series context","verified","90005-017","90005-017","","true","37","6082563","6082563","Catalog objectFileSize","Restricted - Possibly","0","1","0","0","5","4","0","4","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–017, NSD–67—March 30, 1992—Intelligence Capabilities 1992-2005 [2].","https://catalog.archives.gov/id/446396901","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-67_2-90005-017.pdf"
"446396902","1992-05-28","1992-05-28","Catalog coverage dates","NSD-68 - May 28, 1992 - Nuclear Test Program for FY 1993 and First Quarter FY 1994 - Klaxon","90005-018","Series context and cross-volume routing","Series context","verified","90005-018","90005-018","","true","45","8702145","8702145","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","15","35","1","13","0","0","21","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–018, NSD–68—May 28, 1992—Nuclear Test Program for FY 1993 and First Quarter FY 1994—Klaxon.","https://catalog.archives.gov/id/446396902","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-68-90005-018.pdf"
"446396903","1992-06-02","1992-06-02","Withdrawal sheet date for signed NSD","NSD-69 [Original Folder located @ LM]","90005-019","Series context and cross-volume routing","Series context","verified","90005-019","90005-019","","true","31","5454428","5454428","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","24","21","0","21","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–019, NSD–69 [Original Folder located @ LM].","https://catalog.archives.gov/id/446396903","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-69-90005-019.pdf"
"446396904","1992-07-10","1992-07-10","Catalog coverage dates","NSD-70 - July 10, 1992 - U.S. Nonproliferation Policy","90005-020","Strategic Trade, Technology, and Investment Controls","Boundary review","verified","90005-020","90005-020","","true","101","17174714","17174714","HTTP Content-Length","Restricted - Possibly","3","2","0","0","29","70","5","25","20","3","8","0","9","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–020, NSD–70—July 10, 1992—U.S. Nonproliferation Policy.","https://catalog.archives.gov/id/446396904","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-70-90005-020.pdf"
"446396905","1992-07-20","1992-07-20","Catalog coverage dates","NSD-71 - July 20, 1992 - FY 1992-FY 1997 Nuclear Weapons Stockpile Plan [1]","90005-021","Series context and cross-volume routing","Series context","verified","90005-021","90005-021","","true","33","2628771","2628771","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","29","26","0","26","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–021, NSD–71—July 20, 1992—FY 1992-FY 1997 Nuclear Weapons Stockpile Plan [1].","https://catalog.archives.gov/id/446396905","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-71_1-90005-021.pdf"
"446396906","1992-07-20","1992-07-20","Catalog coverage dates","NSD-71 - July 20, 1992 - FY 1992-FY 1997 Nuclear Weapons Stockpile Plan [2]","90005-022","Series context and cross-volume routing","Series context","verified","90005-022","90005-022","","true","30","5349205","5349205","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","12","18","1","10","0","0","7","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–022, NSD–71—July 20, 1992—FY 1992-FY 1997 Nuclear Weapons Stockpile Plan [2].","https://catalog.archives.gov/id/446396906","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-71_2-90005-022.pdf"
"446396907","1992-08-03","1992-08-03","Catalog coverage dates","NSD-72 - August 03, 1992 - Nuclear Weapons Deployment Authorization for FY 1992 and FY 1993","90005-023","Series context and cross-volume routing","Series context","verified","90005-023","90005-023","","true","37","5597215","5597215","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","19","18","1","17","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–023, NSD–72—August 3, 1992—Nuclear Weapons Deployment Authorization for FY 1992 and FY 1993.","https://catalog.archives.gov/id/446396907","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-72-90005-023.pdf"
"446396908","1992-11-24","1992-11-24","Catalog coverage dates","NSD-73 - November 24, 1992 - Organizing to Manage Observations under Open Sky Treaty","90005-024","Series context and cross-volume routing","Series context","verified","90005-024","90005-024","","true","63","12347276","12347276","HTTP Content-Length","Restricted - Possibly","0","1","0","0","17","24","1","15","0","0","8","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–024, NSD–73—November 24, 1992—Organizing to Manage Observations under Open Sky Treaty.","https://catalog.archives.gov/id/446396908","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-73-90005-024.pdf"
"446396909","1992-11-24","1992-11-24","Catalog coverage dates","NSD-74 - November 24, 1992 - Peacekeeping and Humanitarian Relief Policy","90005-025","Monetary Policy, Debt, and International Institutions","Boundary review","verified","90005-025","90005-025","","true","68","13327153","13327153","HTTP Content-Length","Restricted - Possibly","0","0","0","0","15","20","1","19","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–025, NSD–74—November 24, 1992—Peacekeeping and Humanitarian Relief Policy.","https://catalog.archives.gov/id/446396909","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-74-90005-025.pdf"
"446396910","1992-12-23","1992-12-23","Catalog coverage dates","NSD-75 - December 23, 1992 - American Policy toward Sub-Saharan Africa in the 1990s","90005-026","Monetary Policy, Debt, and International Institutions","Boundary review","verified","90005-026","90005-026","","true","57","10680897","10680897","HTTP Content-Length","Restricted - Possibly","0","1","0","0","14","145","47","36","39","4","0","4","15","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–026, NSD–75—December 23, 1992—American Policy toward Sub-Saharan Africa in the 1990s.","https://catalog.archives.gov/id/446396910","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-75-90005-026.pdf"
"446396911","1993-01-03","1993-01-03","Catalog coverage dates","NSD-76 - January 03, 1993 - Disposition of NSC Policy Documents [1]","90005-027","Series context and cross-volume routing","Series context","verified","90005-027","90005-027","","true","61","9992729","9992729","Catalog objectFileSize","Restricted - Possibly","0","2","0","0","20","48","1","18","0","0","0","0","29","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–027, NSD–76—January 3, 1993—Disposition of NSC Policy Documents [1].","https://catalog.archives.gov/id/446396911","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-76_1-90005-027.pdf"
"446396912","1993-01-03","1993-01-03","Catalog coverage dates","NSD-76 - January 03, 1993 - Disposition of NSC Policy Documents [2]","90005-028","Series context and cross-volume routing","Series context","verified","90005-028","90005-028","","true","81","8491762","8491762","Catalog objectFileSize","Restricted - Possibly","0","1","0","0","52","50","0","46","1","0","0","0","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–028, NSD–76—January 3, 1993—Disposition of NSC Policy Documents [2].","https://catalog.archives.gov/id/446396912","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-76_2-90005-028.pdf"
"446396913","1993-01-03","1993-01-03","Catalog coverage dates","NSD-76 - January 03, 1993 - Disposition of NSC Policy Documents [3]","90005-029","Series context and cross-volume routing","Series context","verified","90005-029","90005-029","","true","36","2643846","2643846","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","26","23","0","23","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–029, NSD–76—January 3, 1993—Disposition of NSC Policy Documents [3].","https://catalog.archives.gov/id/446396913","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-76_3-90005-029.pdf"
"446396914","1993-01-03","1993-01-03","Catalog coverage dates","NSD-76 - January 03, 1993 - Disposition of NSC Policy Documents [4]","90005-030","Series context and cross-volume routing","Series context","verified","90005-030","90005-030","","true","89","6407592","6407592","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","79","72","0","71","1","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–030, NSD–76—January 3, 1993—Disposition of NSC Policy Documents [4].","https://catalog.archives.gov/id/446396914","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-76_4-90005-030.pdf"
"446396915","1993-01-19","1993-01-19","Withdrawal sheet date for signed NSD","NSD-77 - ..... - Classified Title","90005-031","Series context and cross-volume routing","Series context","verified","90005-031","90005-031","","true","27","4820621","4820621","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","16","23","1","14","0","0","0","0","8","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–031, NSD–77—.....—Classified Title.","https://catalog.archives.gov/id/446396915","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-77-90005-031.pdf"
"446396916","1993-01-19","1993-01-19","Catalog coverage dates","NSD-78 - January 19, 1993 - FY 1993-FY 1998 Nuclear Weapons Stockpile Plan","90005-032","Series context and cross-volume routing","Series context","verified","90005-032","90005-032","","true","32","4394965","4394965","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","16","26","1","14","0","1","10","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–032, NSD–78—January 19, 1993—FY 1993-FY 1998 Nuclear Weapons Stockpile Plan.","https://catalog.archives.gov/id/446396916","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-78-90005-032.pdf"
"446396917","1993-01-19","1993-01-19","Withdrawal sheet date for signed NSD","NSD-79 Approval and Review of Covert Action","90005-033","Series context and cross-volume routing","Series context","verified","90005-033","90005-033","","true","27","4514977","4514977","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","7","14","2","6","0","3","0","0","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90005–033, NSD–79 Approval and Review of Covert Action.","https://catalog.archives.gov/id/446396917","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-79-90005-033.pdf"
