naid,localId,seriesNaid,seriesLocalId,seriesTitle,containerId,title,workingStartDate,workingEndDate,workingDateLabel,datePrecision,dateBasis,chapter,selection,routing,accessStatus,accessRestrictionNote,useStatus,markerStatus,markerRecordGroup,markerOffice,markerSeries,markerSubseries,markerOaId,markerFolderId,objectId,pdfBytes,ocrCharacterCount,memosToPresident,memosToScowcroft,memosToPorter,memorandaOfConversation,meetingRecords,withdrawalSheets,economicSignalTotal,tradeSignals,financeSignals,summitsSignals,transitionSignals,controlsSignals,reviewTopics,reviewFocus,economicSubjectLeads,archivalLocator,catalogUrl,pdfUrl
509548164,CF01120-006,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Trade Files: Trade Strategy [3],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Core,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–006, Trade Files: Trade Strategy [3].",https://catalog.archives.gov/id/509548164,
509548165,CF01120-007,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Trade Files: Trade Strategy [4],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Core,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–007, Trade Files: Trade Strategy [4].",https://catalog.archives.gov/id/509548165,
509548166,CF01120-008,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Trade Files: Uruguay Round,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–008, Trade Files: Uruguay Round.",https://catalog.archives.gov/id/509548166,
509548167,CF01120-009,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Debt Files: Andean Countries,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,"Monetary Policy, Debt, and International Institutions",Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | International debt,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–009, Debt Files: Andean Countries.",https://catalog.archives.gov/id/509548167,
509548168,CF01120-010,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Debt Files: Brazil,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,"Monetary Policy, Debt, and International Institutions",Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | International debt,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–010, Debt Files: Brazil.",https://catalog.archives.gov/id/509548168,
509548169,CF01120-011,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Debt Files: Mexico,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,"Monetary Policy, Debt, and International Institutions",Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | International debt | NAFTA boundary,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–011, Debt Files: Mexico.",https://catalog.archives.gov/id/509548169,
509548170,CF01120-012,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Debt Files: Africa,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,"Monetary Policy, Debt, and International Institutions",Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | International debt,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–012, Debt Files: Africa.",https://catalog.archives.gov/id/509548170,
509548171,CF01120-013,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Debt Files: Debt (General),9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,"Monetary Policy, Debt, and International Institutions",Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | International debt,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–013, Debt Files: Debt (General).",https://catalog.archives.gov/id/509548171,
509548172,CF01120-014,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Debt Files: Brady Plan,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,"Monetary Policy, Debt, and International Institutions",Core,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | International debt,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–014, Debt Files: Brady Plan.",https://catalog.archives.gov/id/509548172,
509548173,CF01120-015,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: Asia,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–015, Subject/Country Files: Asia.",https://catalog.archives.gov/id/509548173,
509548174,CF01120-016,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: Canada,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | NAFTA boundary,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–016, Subject/Country Files: Canada.",https://catalog.archives.gov/id/509548174,
509548175,CF01120-017,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: Czechoslovakia,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Transition Economies and International Economic Strategy,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | Transition economies,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–017, Subject/Country Files: Czechoslovakia.",https://catalog.archives.gov/id/509548175,
509548176,CF01120-018,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: China,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–018, Subject/Country Files: China.",https://catalog.archives.gov/id/509548176,
509548177,CF01120-019,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: Columbia,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–019, Subject/Country Files: Columbia.",https://catalog.archives.gov/id/509548177,
509548178,CF01120-020,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: Development,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–020, Subject/Country Files: Development.",https://catalog.archives.gov/id/509548178,
509548179,CF01120-021,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: Eastern Europe,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Transition Economies and International Economic Strategy,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | Transition economies,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–021, Subject/Country Files: Eastern Europe.",https://catalog.archives.gov/id/509548179,
509548180,CF01120-022,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: Economic Summits [1],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–022, Subject/Country Files: Economic Summits [1].",https://catalog.archives.gov/id/509548180,
509548181,CF01120-023,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: Economic Summits [2],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–023, Subject/Country Files: Economic Summits [2].",https://catalog.archives.gov/id/509548181,
509548182,CF01120-024,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: Economic Summit (London),9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Economic Summits and Industrialized-Country Cooperation,Core,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | Economic summits,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–024, Subject/Country Files: Economic Summit (London).",https://catalog.archives.gov/id/509548182,
509548183,CF01120-025,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: Economic Summit (Munich),9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Economic Summits and Industrialized-Country Cooperation,Core,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | Economic summits,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–025, Subject/Country Files: Economic Summit (Munich).",https://catalog.archives.gov/id/509548183,
509548184,CF01120-026,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: Environment,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–026, Subject/Country Files: Environment.",https://catalog.archives.gov/id/509548184,
509548185,CF01120-027,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: Export Controls,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,"Strategic Trade, Technology, and Investment Controls",Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | Export controls,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–027, Subject/Country Files: Export Controls.",https://catalog.archives.gov/id/509548185,
509548186,CF01120-028,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: Germany,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–028, Subject/Country Files: Germany.",https://catalog.archives.gov/id/509548186,
509548187,CF01120-029,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: India,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–029, Subject/Country Files: India.",https://catalog.archives.gov/id/509548187,
509548188,CF01120-030,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: International Aviation,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–030, Subject/Country Files: International Aviation.",https://catalog.archives.gov/id/509548188,
509548189,CF01120-031,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: International Economic Policy,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,"Monetary Policy, Debt, and International Institutions",Core,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–031, Subject/Country Files: International Economic Policy.",https://catalog.archives.gov/id/509548189,
509548190,CF01120-032,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: Iraq,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–032, Subject/Country Files: Iraq.",https://catalog.archives.gov/id/509548190,
509548191,CF01120-033,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: Investment,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–033, Subject/Country Files: Investment.",https://catalog.archives.gov/id/509548191,
509548192,CF01120-034,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: Israel,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–034, Subject/Country Files: Israel.",https://catalog.archives.gov/id/509548192,
509548193,CF01120-035,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: Kuwait,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–035, Subject/Country Files: Kuwait.",https://catalog.archives.gov/id/509548193,
509548194,CF01120-036,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: Latin America [1],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–036, Subject/Country Files: Latin America [1].",https://catalog.archives.gov/id/509548194,
