"naid","workingStartDate","workingEndDate","dateBasis","title","localId","chapter","routing","markerStatus","pdfBytes","accessStatus","memosToPresident","memosToScowcroft","memorandaOfConversation","meetingRecords","withdrawalSheets","archivalLocator","catalogUrl","pdfUrl"
"452050586","1991-07-01","1991-07-31","Catalog coverage dates","London [Economic] Summit [July 1991] [6]","CF00964-017","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","11327842","Restricted - Possibly","1","3","0","0","10","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00964–017, London [Economic] Summit [July 1991] [6].","https://catalog.archives.gov/id/452050586","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00964-017.pdf"
"452050603","1991-07-12","1991-08-26","OCR working span","Soviet Union [4]","CF00972-012","Transition Economies and International Economic Strategy","Volume XXX review","verified","12156404","Restricted - Possibly","3","1","0","0","16","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00972–012, Soviet Union [4].","https://catalog.archives.gov/id/452050603","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00972-012.pdf"
"452050600","1991-08-06","1992-01-22","OCR working span","Soviet Union [1]","CF00972-009","Transition Economies and International Economic Strategy","Volume XXX review","verified","22988000","Restricted - Possibly","1","0","2","0","13","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00972–009, Soviet Union [1].","https://catalog.archives.gov/id/452050600","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00972-009.pdf"
"452050513","1991-09-03","1992-04-10","OCR working span","Canada","CF00961-006","Trade Policy and Market Access","Boundary review","verified","25172604","Restricted - Possibly","6","2","0","0","16","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00961–006, Canada.","https://catalog.archives.gov/id/452050513","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00961-006.pdf"
"452050602","1991-09-11","1991-09-16","OCR working span","Soviet Union [3]","CF00972-011","Transition Economies and International Economic Strategy","Volume XXX review","verified","14966486","Restricted - Possibly","5","3","0","0","12","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00972–011, Soviet Union [3].","https://catalog.archives.gov/id/452050602","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00972-011.pdf"
"452050601","1991-11-04","1991-11-04","OCR working span","Soviet Union [2]","CF00972-010","Transition Economies and International Economic Strategy","Volume XXX review","verified","13786456","Restricted - Possibly","1","1","0","0","18","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00972–010, Soviet Union [2].","https://catalog.archives.gov/id/452050601","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00972-010.pdf"
"452050619","1991-11-07","1991-11-07","OCR working span","Uruguay Round [3]","CF00972-028","Trade Policy and Market Access","Volume XXX review","verified","19603760","Restricted - Possibly","2","1","0","0","16","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00972–028, Uruguay Round [3].","https://catalog.archives.gov/id/452050619","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00972-028.pdf"
"352793385","1991-11-18","1992-05-19","OCR working span","CFIUS [Committee on Foreign Investment in the US] [1]","CF00961-007","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","56454812","Undetermined","0","2","0","0","9","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00961–007, CFIUS [Committee on Foreign Investment in the US] [1].","https://catalog.archives.gov/id/352793385","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00961-007.pdf"
"452050618","1991-11-19","1991-12-10","OCR working span","Uruguay Round [2]","CF00972-027","Trade Policy and Market Access","Volume XXX review","verified","18313548","Restricted - Possibly","4","2","0","0","11","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00972–027, Uruguay Round [2].","https://catalog.archives.gov/id/452050618","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00972-027.pdf"
"452050617","1991-12-11","1992-05-19","OCR working span","Uruguay Round [1]","CF00972-026","Trade Policy and Market Access","Volume XXX review","verified","24937314","Restricted - Possibly","3","3","0","0","12","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00972–026, Uruguay Round [1].","https://catalog.archives.gov/id/452050617","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00972-026.pdf"
"452050514","1992-01-01","1992-05-14","OCR working span","CIS [Commonwealth of Independent States]","CF00961-012","Transition Economies and International Economic Strategy","Volume XXX review","verified","40286660","Restricted - Possibly","3","0","0","4","17","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00961–012, CIS [Commonwealth of Independent States].","https://catalog.archives.gov/id/452050514","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00961-012.pdf"
"452050624","1992-01-10","1992-01-12","Catalog coverage dates","[Munich Economic Summit] First Sherpa Meeting Briefing Book, January 10-12, 1992 [1]","CF00973-002","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","41230096","Restricted - Possibly","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00973–002, [Munich Economic Summit] First Sherpa Meeting Briefing Book, January 10-12, 1992 [1].","https://catalog.archives.gov/id/452050624","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00973-002.pdf"
"452050625","1992-01-10","1992-01-12","Catalog coverage dates","[Munich Economic Summit] First Sherpa Meeting Briefing Book, January 10-12, 1992 [2]","CF00973-003","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","32806240","Restricted - Possibly","0","0","0","0","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00973–003, [Munich Economic Summit] First Sherpa Meeting Briefing Book, January 10-12, 1992 [2].","https://catalog.archives.gov/id/452050625","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00973-003.pdf"
"452050553","1992-02-22","1992-03-27","OCR working span","Export Controls [2]","CF00963-004","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","25295776","Restricted - Possibly","0","1","0","0","8","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00963–004, Export Controls [2].","https://catalog.archives.gov/id/452050553","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00963-004.pdf"
"452050552","1992-02-22","1992-06-22","OCR working span","Export Controls [1]","CF00963-003","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","34318304","Restricted - Possibly","1","1","0","11","31","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00963–003, Export Controls [1].","https://catalog.archives.gov/id/452050552","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00963-003.pdf"
"452050508","1992-02-25","1992-03-30","OCR working span","Antitrust","CF00961-001","Trade Policy and Market Access","Volume XXX review","verified","32527100","Restricted - Possibly","0","4","0","0","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00961–001, Antitrust.","https://catalog.archives.gov/id/452050508","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00961-001.pdf"
"452050626","1992-02-28","1992-03-01","Catalog coverage dates","[Munich Economic Summit] Second Sherpa Meeting Briefing Book, February 28, 1992 - March 1, 1992, Frankfurt, Germany [1]","CF00973-004","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","31074664","Restricted - Possibly","0","0","0","0","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00973–004, [Munich Economic Summit] Second Sherpa Meeting Briefing Book, February 28, 1992 - March 1, 1992, Frankfurt, Germany [1].","https://catalog.archives.gov/id/452050626","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00973-004.pdf"
"452050627","1992-02-28","1992-03-01","Catalog coverage dates","[Munich Economic Summit] Second Sherpa Meeting Briefing Book, February 28, 1992 - March 1, 1992, Frankfurt, Germany [2]","CF00973-005","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","33324222","Restricted - Possibly","0","0","0","0","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00973–005, [Munich Economic Summit] Second Sherpa Meeting Briefing Book, February 28, 1992 - March 1, 1992, Frankfurt, Germany [2].","https://catalog.archives.gov/id/452050627","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00973-005.pdf"
"452050628","1992-02-28","1992-03-01","Catalog coverage dates","[Munich Economic Summit] Second Sherpa Meeting Briefing Book, February 28, 1992 - March 1, 1992, Frankfurt, Germany [3]","CF00973-006","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","45948768","Restricted - Possibly","0","0","0","0","7","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00973–006, [Munich Economic Summit] Second Sherpa Meeting Briefing Book, February 28, 1992 - March 1, 1992, Frankfurt, Germany [3].","https://catalog.archives.gov/id/452050628","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00973-006.pdf"
"452050511","1992-03-24","1992-10-31","OCR working span","Aviation [2]","CF00961-004","Trade Policy and Market Access","Boundary review","verified","47209632","Restricted - Possibly","1","3","0","0","11","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00961–004, Aviation [2].","https://catalog.archives.gov/id/452050511","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00961-004.pdf"
"452050610","1992-03-25","1992-06-30","OCR working span","[Timothy] Deal Travel [1]","CF00972-019","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","47428488","Restricted - Possibly","0","3","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00972–019, [Timothy] Deal Travel [1].","https://catalog.archives.gov/id/452050610","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00972-019.pdf"
"452050510","1992-04-06","1992-04-30","OCR working span","Aviation [1]","CF00961-003","Trade Policy and Market Access","Boundary review","verified","17448500","Restricted - Possibly","0","1","0","0","21","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00961–003, Aviation [1].","https://catalog.archives.gov/id/452050510","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00961-003.pdf"
"452050629","1992-05-01","1992-05-03","Catalog coverage dates","[Munich Economic Summit] Third Sherpa Meeting Briefing Book, May 1-3, 1992 [1]","CF00973-007","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","34395528","Restricted - Possibly","0","0","0","0","6","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00973–007, [Munich Economic Summit] Third Sherpa Meeting Briefing Book, May 1-3, 1992 [1].","https://catalog.archives.gov/id/452050629","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00973-007.pdf"
"452050630","1992-05-01","1992-05-03","Catalog coverage dates","[Munich Economic Summit] Third Sherpa Meeting Briefing Book, May 1-3, 1992 [2]","CF00973-008","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","35208908","Restricted - Possibly","0","0","0","0","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00973–008, [Munich Economic Summit] Third Sherpa Meeting Briefing Book, May 1-3, 1992 [2].","https://catalog.archives.gov/id/452050630","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00973-008.pdf"
"452050631","1992-05-22","1992-05-24","Catalog coverage dates","[Munich Economic Summit] Fourth Sherpa Meeting Briefing Book, May 22-24, 1992, Rugen, Germany [1]","CF00973-009","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","2711689","Restricted - Possibly","0","0","0","0","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00973–009, [Munich Economic Summit] Fourth Sherpa Meeting Briefing Book, May 22-24, 1992, Rugen, Germany [1].","https://catalog.archives.gov/id/452050631","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00973-009.pdf"
"452050632","1992-05-22","1992-05-24","Catalog coverage dates","[Munich Economic Summit] Fourth Sherpa Meeting Briefing Book, May 22-24, 1992, Rugen, Germany [2]","CF00973-010","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","26331780","Restricted - Possibly","0","0","0","0","8","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00973–010, [Munich Economic Summit] Fourth Sherpa Meeting Briefing Book, May 22-24, 1992, Rugen, Germany [2].","https://catalog.archives.gov/id/452050632","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00973-010.pdf"
"452050633","1992-05-22","1992-05-24","Catalog coverage dates","[Munich Economic Summit] Fourth Sherpa Meeting Briefing Book, May 22-24, 1992, Rugen, Germany [3]","CF00973-011","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","27687824","Restricted - Possibly","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00973–011, [Munich Economic Summit] Fourth Sherpa Meeting Briefing Book, May 22-24, 1992, Rugen, Germany [3].","https://catalog.archives.gov/id/452050633","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00973-011.pdf"
"452050634","1992-05-22","1992-05-24","Catalog coverage dates","[Munich Economic Summit] Fourth Sherpa Meeting Briefing Book, May 22-24, 1992, Rugen, Germany [4]","CF00973-012","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","27776244","Restricted - Possibly","0","0","0","0","7","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00973–012, [Munich Economic Summit] Fourth Sherpa Meeting Briefing Book, May 22-24, 1992, Rugen, Germany [4].","https://catalog.archives.gov/id/452050634","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00973-012.pdf"
"452050635","1992-05-22","1992-05-24","Catalog coverage dates","[Munich Economic Summit] Fourth Sherpa Meeting Briefing Book, May 22-24, 1992, Rugen, Germany [5]","CF00973-013","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","not present","43306476","Restricted - Possibly","0","0","0","0","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00973–013, [Munich Economic Summit] Fourth Sherpa Meeting Briefing Book, May 22-24, 1992, Rugen, Germany [5].","https://catalog.archives.gov/id/452050635","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00973-013.pdf"
"452050588","1992-07-01","1992-07-31","Catalog coverage dates","Munich Summit [July 1992] [1]","CF00964-019","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","75684216","Restricted - Possibly","2","1","0","0","5","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00964–019, Munich Summit [July 1992] [1].","https://catalog.archives.gov/id/452050588","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00964-019.pdf"
"452050589","1992-07-01","1992-07-31","Catalog coverage dates","Munich Summit [July 1992] [2]","CF00964-020","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","80129208","Restricted - Possibly","15","6","3","0","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00964–020, Munich Summit [July 1992] [2].","https://catalog.archives.gov/id/452050589","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00964-020.pdf"
"452050550","9999-12-31","9999-12-31","Date not established","Energy [1]","CF00963-001","Monetary Policy, Debt, and International Institutions","Volume XXX review","verified","14543905","Restricted - Possibly","0","0","0","0","29","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00963–001, Energy [1].","https://catalog.archives.gov/id/452050550","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00963-001.pdf"
"452050562","9999-12-31","9999-12-31","Date not established","Gulf Crisis Financial Coordination Group [5]","CF00963-013","Monetary Policy, Debt, and International Institutions","Boundary review","verified","1296875","Restricted - Possibly","0","0","0","0","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00963–013, Gulf Crisis Financial Coordination Group [5].","https://catalog.archives.gov/id/452050562","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00963-013.pdf"
"452050592","9999-12-31","9999-12-31","Date not established","(International Programs - Tim Deal's) - Panama","CF00972-001","Trade Policy and Market Access","Boundary review","verified","3053325","Restricted - Possibly","0","0","0","0","5","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00972–001, (International Programs - Tim Deal's) - Panama.","https://catalog.archives.gov/id/452050592","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00972-001.pdf"
